well,Number,BioRep,OD,Species,Strain,Batch,Step
A2,1,A,0.096,Gardnerella sp. 10,C0100B2,1A1,Overnight 1
B2,1,A,0.099,Gardnerella sp. 10,C0100B2,1A1,Overnight 1
C2,1,A,0.096,Gardnerella sp. 10,C0100B2,1A1,Overnight 1
D2,1,A,0.099,Gardnerella sp. 10,C0100B2,1A1,Overnight 1
E2,1,B,0.12,Gardnerella sp. 10,C0100B2,1A1,Overnight 1
F2,1,B,0.12,Gardnerella sp. 10,C0100B2,1A1,Overnight 1
G2,1,B,0.119,Gardnerella sp. 10,C0100B2,1A1,Overnight 1
H2,1,B,0.121,Gardnerella sp. 10,C0100B2,1A1,Overnight 1
A3,2,A,0.581,Gardnerella vaginalis,315-A,1A1,Overnight 1
B3,2,A,0.585,Gardnerella vaginalis,315-A,1A1,Overnight 1
C3,2,A,0.594,Gardnerella vaginalis,315-A,1A1,Overnight 1
D3,2,A,0.591,Gardnerella vaginalis,315-A,1A1,Overnight 1
E3,2,B,0.588,Gardnerella vaginalis,315-A,1A1,Overnight 1
F3,2,B,0.585,Gardnerella vaginalis,315-A,1A1,Overnight 1
G3,2,B,0.58,Gardnerella vaginalis,315-A,1A1,Overnight 1
H3,2,B,0.584,Gardnerella vaginalis,315-A,1A1,Overnight 1
A4,3,A,0.182,Gardnerella piotii,JCP8066,1A1,Overnight 1
B4,3,A,0.185,Gardnerella piotii,JCP8066,1A1,Overnight 1
C4,3,A,0.187,Gardnerella piotii,JCP8066,1A1,Overnight 1
D4,3,A,0.188,Gardnerella piotii,JCP8066,1A1,Overnight 1
E4,3,B,0.362,Gardnerella piotii,JCP8066,1A1,Overnight 1
F4,3,B,0.364,Gardnerella piotii,JCP8066,1A1,Overnight 1
G4,3,B,0.361,Gardnerella piotii,JCP8066,1A1,Overnight 1
H4,3,B,0.364,Gardnerella piotii,JCP8066,1A1,Overnight 1
A5,4,A,0.308,Gardnerella sp. 3,JCP8017B,1A1,Overnight 1
B5,4,A,0.307,Gardnerella sp. 3,JCP8017B,1A1,Overnight 1
C5,4,A,0.31,Gardnerella sp. 3,JCP8017B,1A1,Overnight 1
D5,4,A,0.309,Gardnerella sp. 3,JCP8017B,1A1,Overnight 1
E5,4,B,0.691,Gardnerella sp. 3,JCP8017B,1A1,Overnight 1
F5,4,B,0.702,Gardnerella sp. 3,JCP8017B,1A1,Overnight 1
G5,4,B,0.687,Gardnerella sp. 3,JCP8017B,1A1,Overnight 1
H5,4,B,0.695,Gardnerella sp. 3,JCP8017B,1A1,Overnight 1
A6,5,A,0.452,Gardnerella vaginalis,C0011E4,1A1,Overnight 1
B6,5,A,0.457,Gardnerella vaginalis,C0011E4,1A1,Overnight 1
C6,5,A,0.463,Gardnerella vaginalis,C0011E4,1A1,Overnight 1
D6,5,A,0.465,Gardnerella vaginalis,C0011E4,1A1,Overnight 1
E6,5,B,0.469,Gardnerella vaginalis,C0011E4,1A1,Overnight 1
F6,5,B,0.47,Gardnerella vaginalis,C0011E4,1A1,Overnight 1
G6,5,B,0.47,Gardnerella vaginalis,C0011E4,1A1,Overnight 1
H6,5,B,0.463,Gardnerella vaginalis,C0011E4,1A1,Overnight 1
A7,6,A,0.252,Gardnerella swidsinskii,UM224,1A1,Overnight 1
B7,6,A,0.253,Gardnerella swidsinskii,UM224,1A1,Overnight 1
C7,6,A,0.258,Gardnerella swidsinskii,UM224,1A1,Overnight 1
E7,6,B,0.094,Gardnerella swidsinskii,UM224,1A1,Overnight 1
F7,6,B,0.093,Gardnerella swidsinskii,UM224,1A1,Overnight 1
G7,6,B,0.093,Gardnerella swidsinskii,UM224,1A1,Overnight 1
H7,6,B,0.093,Gardnerella swidsinskii,UM224,1A1,Overnight 1
A8,7,A,0.112,Gardnerella swidsinskii,C0102A2,1A1,Overnight 1
B8,7,A,0.113,Gardnerella swidsinskii,C0102A2,1A1,Overnight 1
C8,7,A,0.115,Gardnerella swidsinskii,C0102A2,1A1,Overnight 1
D8,7,A,0.115,Gardnerella swidsinskii,C0102A2,1A1,Overnight 1
E8,7,B,0.107,Gardnerella swidsinskii,C0102A2,1A1,Overnight 1
F8,7,B,0.107,Gardnerella swidsinskii,C0102A2,1A1,Overnight 1
G8,7,B,0.11,Gardnerella swidsinskii,C0102A2,1A1,Overnight 1
H8,7,B,0.11,Gardnerella swidsinskii,C0102A2,1A1,Overnight 1
A9,8,A,0.71,Gardnerella vaginalis,14018,1A1,Overnight 1
B9,8,A,0.74,Gardnerella vaginalis,14018,1A1,Overnight 1
C9,8,A,0.747,Gardnerella vaginalis,14018,1A1,Overnight 1
D9,8,A,0.749,Gardnerella vaginalis,14018,1A1,Overnight 1
E9,8,B,0.788,Gardnerella vaginalis,14018,1A1,Overnight 1
F9,8,B,0.787,Gardnerella vaginalis,14018,1A1,Overnight 1
G9,8,B,0.79,Gardnerella vaginalis,14018,1A1,Overnight 1
H9,8,B,0.789,Gardnerella vaginalis,14018,1A1,Overnight 1
A12,Blank,NA,0.09,NA,NA,1A1,Overnight 1
B12,Blank,NA,0.091,NA,NA,1A1,Overnight 1
C12,Blank,NA,0.092,NA,NA,1A1,Overnight 1
D12,Blank,NA,0.091,NA,NA,1A1,Overnight 1
A2,1,A,0.126,Gardnerella sp. 10,C0100B2,1A2,Overnight 1
B2,1,A,0.128,Gardnerella sp. 10,C0100B2,1A2,Overnight 1
C2,1,A,0.13,Gardnerella sp. 10,C0100B2,1A2,Overnight 1
D2,1,A,0.129,Gardnerella sp. 10,C0100B2,1A2,Overnight 1
E2,1,B,0.135,Gardnerella sp. 10,C0100B2,1A2,Overnight 1
F2,1,B,0.139,Gardnerella sp. 10,C0100B2,1A2,Overnight 1
G2,1,B,0.137,Gardnerella sp. 10,C0100B2,1A2,Overnight 1
H2,1,B,0.139,Gardnerella sp. 10,C0100B2,1A2,Overnight 1
A3,2,A,0.578,Gardnerella vaginalis,315-A,1A2,Overnight 1
B3,2,A,0.584,Gardnerella vaginalis,315-A,1A2,Overnight 1
C3,2,A,0.586,Gardnerella vaginalis,315-A,1A2,Overnight 1
D3,2,A,0.588,Gardnerella vaginalis,315-A,1A2,Overnight 1
E3,2,B,0.536,Gardnerella vaginalis,315-A,1A2,Overnight 1
F3,2,B,0.537,Gardnerella vaginalis,315-A,1A2,Overnight 1
G3,2,B,0.541,Gardnerella vaginalis,315-A,1A2,Overnight 1
H3,2,B,0.545,Gardnerella vaginalis,315-A,1A2,Overnight 1
A4,3,A,0.09,Gardnerella piotii,JCP8066,1A2,Overnight 1
B4,3,A,0.092,Gardnerella piotii,JCP8066,1A2,Overnight 1
C4,3,A,0.089,Gardnerella piotii,JCP8066,1A2,Overnight 1
D4,3,A,0.09,Gardnerella piotii,JCP8066,1A2,Overnight 1
E4,3,B,0.138,Gardnerella piotii,JCP8066,1A2,Overnight 1
F4,3,B,0.089,Gardnerella piotii,JCP8066,1A2,Overnight 1
G4,3,B,0.091,Gardnerella piotii,JCP8066,1A2,Overnight 1
H4,3,B,0.09,Gardnerella piotii,JCP8066,1A2,Overnight 1
A5,4,A,0.512,Gardnerella sp. 3,JCP8017B,1A2,Overnight 1
B5,4,A,0.508,Gardnerella sp. 3,JCP8017B,1A2,Overnight 1
C5,4,A,0.507,Gardnerella sp. 3,JCP8017B,1A2,Overnight 1
D5,4,A,0.509,Gardnerella sp. 3,JCP8017B,1A2,Overnight 1
E5,4,B,0.397,Gardnerella sp. 3,JCP8017B,1A2,Overnight 1
F5,4,B,0.396,Gardnerella sp. 3,JCP8017B,1A2,Overnight 1
G5,4,B,0.397,Gardnerella sp. 3,JCP8017B,1A2,Overnight 1
H5,4,B,0.401,Gardnerella sp. 3,JCP8017B,1A2,Overnight 1
A6,5,A,0.429,Gardnerella vaginalis,C0011E4,1A2,Overnight 1
B6,5,A,0.43,Gardnerella vaginalis,C0011E4,1A2,Overnight 1
C6,5,A,0.434,Gardnerella vaginalis,C0011E4,1A2,Overnight 1
D6,5,A,0.432,Gardnerella vaginalis,C0011E4,1A2,Overnight 1
E6,5,B,0.344,Gardnerella vaginalis,C0011E4,1A2,Overnight 1
F6,5,B,0.342,Gardnerella vaginalis,C0011E4,1A2,Overnight 1
G6,5,B,0.343,Gardnerella vaginalis,C0011E4,1A2,Overnight 1
H6,5,B,0.343,Gardnerella vaginalis,C0011E4,1A2,Overnight 1
A7,6,A,0.433,Gardnerella swidsinskii,UM224,1A2,Overnight 1
B7,6,A,0.429,Gardnerella swidsinskii,UM224,1A2,Overnight 1
C7,6,A,0.431,Gardnerella swidsinskii,UM224,1A2,Overnight 1
D7,6,A,0.428,Gardnerella swidsinskii,UM224,1A2,Overnight 1
E7,6,B,0.339,Gardnerella swidsinskii,UM224,1A2,Overnight 1
F7,6,B,0.33,Gardnerella swidsinskii,UM224,1A2,Overnight 1
G7,6,B,0.328,Gardnerella swidsinskii,UM224,1A2,Overnight 1
H7,6,B,0.327,Gardnerella swidsinskii,UM224,1A2,Overnight 1
A8,7,A,0.843,Gardnerella swidsinskii,C0102A2,1A2,Overnight 1
B8,7,A,0.864,Gardnerella swidsinskii,C0102A2,1A2,Overnight 1
C8,7,A,0.864,Gardnerella swidsinskii,C0102A2,1A2,Overnight 1
D8,7,A,0.8,Gardnerella swidsinskii,C0102A2,1A2,Overnight 1
E8,7,B,0.856,Gardnerella swidsinskii,C0102A2,1A2,Overnight 1
F8,7,B,0.876,Gardnerella swidsinskii,C0102A2,1A2,Overnight 1
G8,7,B,0.858,Gardnerella swidsinskii,C0102A2,1A2,Overnight 1
H8,7,B,0.862,Gardnerella swidsinskii,C0102A2,1A2,Overnight 1
A9,8,A,0.824,Gardnerella vaginalis,14018,1A2,Overnight 1
B9,8,A,0.821,Gardnerella vaginalis,14018,1A2,Overnight 1
C9,8,A,0.819,Gardnerella vaginalis,14018,1A2,Overnight 1
D9,8,A,0.821,Gardnerella vaginalis,14018,1A2,Overnight 1
E9,8,B,0.807,Gardnerella vaginalis,14018,1A2,Overnight 1
F9,8,B,0.805,Gardnerella vaginalis,14018,1A2,Overnight 1
G9,8,B,0.803,Gardnerella vaginalis,14018,1A2,Overnight 1
H9,8,B,0.805,Gardnerella vaginalis,14018,1A2,Overnight 1
A12,Blank,NA,0.089,NA,NA,1A2,Overnight 1
B12,Blank,NA,0.09,NA,NA,1A2,Overnight 1
C12,Blank,NA,0.09,NA,NA,1A2,Overnight 1
D12,Blank,NA,0.089,NA,NA,1A2,Overnight 1
A2,1,A,0.6948,Gardnerella sp. 3,C0040C2,1B1,Overnight 1
B2,1,A,0.6951,Gardnerella sp. 3,C0040C2,1B1,Overnight 1
C2,1,A,0.7012,Gardnerella sp. 3,C0040C2,1B1,Overnight 1
D2,1,A,0.7128,Gardnerella sp. 3,C0040C2,1B1,Overnight 1
E2,1,B,0.7185,Gardnerella sp. 3,C0040C2,1B1,Overnight 1
F2,1,B,0.7285,Gardnerella sp. 3,C0040C2,1B1,Overnight 1
G2,1,B,0.7238,Gardnerella sp. 3,C0040C2,1B1,Overnight 1
H2,1,B,0.7403,Gardnerella sp. 3,C0040C2,1B1,Overnight 1
A3,2,A,0.6134,Gardnerella sp. 8,C0056B5,1B1,Overnight 1
B3,2,A,0.6578,Gardnerella sp. 8,C0056B5,1B1,Overnight 1
C3,2,A,0.6596,Gardnerella sp. 8,C0056B5,1B1,Overnight 1
D3,2,A,0.6643,Gardnerella sp. 8,C0056B5,1B1,Overnight 1
E3,2,B,0.693,Gardnerella sp. 8,C0056B5,1B1,Overnight 1
F3,2,B,0.7085,Gardnerella sp. 8,C0056B5,1B1,Overnight 1
G3,2,B,0.705,Gardnerella sp. 8,C0056B5,1B1,Overnight 1
H3,2,B,0.7233,Gardnerella sp. 8,C0056B5,1B1,Overnight 1
A4,3,A,0.3237,Gardnerella sp. 8,Gv101,1B1,Overnight 1
B4,3,A,0.3584,Gardnerella sp. 8,Gv101,1B1,Overnight 1
C4,3,A,0.3708,Gardnerella sp. 8,Gv101,1B1,Overnight 1
D4,3,A,0.3671,Gardnerella sp. 8,Gv101,1B1,Overnight 1
E4,3,B,0.386,Gardnerella sp. 8,Gv101,1B1,Overnight 1
F4,3,B,0.3955,Gardnerella sp. 8,Gv101,1B1,Overnight 1
G4,3,B,0.394,Gardnerella sp. 8,Gv101,1B1,Overnight 1
H4,3,B,0.4087,Gardnerella sp. 8,Gv101,1B1,Overnight 1
A5,4,A,0.6042,Gardnerella swidsinskii,Gv5-1,1B1,Overnight 1
B5,4,A,0.6397,Gardnerella swidsinskii,Gv5-1,1B1,Overnight 1
C5,4,A,0.6474,Gardnerella swidsinskii,Gv5-1,1B1,Overnight 1
D5,4,A,0.6558,Gardnerella swidsinskii,Gv5-1,1B1,Overnight 1
E5,4,B,0.5548,Gardnerella swidsinskii,Gv5-1,1B1,Overnight 1
F5,4,B,0.5658,Gardnerella swidsinskii,Gv5-1,1B1,Overnight 1
G5,4,B,0.5545,Gardnerella swidsinskii,Gv5-1,1B1,Overnight 1
H5,4,B,0.4382,Gardnerella swidsinskii,Gv5-1,1B1,Overnight 1
A6,5,A,0.618,Gardnerella sp. 2,JCP7275,1B1,Overnight 1
B6,5,A,0.657,Gardnerella sp. 2,JCP7275,1B1,Overnight 1
C6,5,A,0.66,Gardnerella sp. 2,JCP7275,1B1,Overnight 1
D6,5,A,0.668,Gardnerella sp. 2,JCP7275,1B1,Overnight 1
E6,5,B,0.6245,Gardnerella sp. 2,JCP7275,1B1,Overnight 1
F6,5,B,0.629,Gardnerella sp. 2,JCP7275,1B1,Overnight 1
G6,5,B,0.542,Gardnerella sp. 2,JCP7275,1B1,Overnight 1
H6,5,B,0.483,Gardnerella sp. 2,JCP7275,1B1,Overnight 1
A7,6,A,0.4852,Gardnerella sp. 2,JCP8108,1B1,Overnight 1
B7,6,A,0.5242,Gardnerella sp. 2,JCP8108,1B1,Overnight 1
C7,6,A,0.5314,Gardnerella sp. 2,JCP8108,1B1,Overnight 1
D7,6,A,0.5401,Gardnerella sp. 2,JCP8108,1B1,Overnight 1
E7,6,B,0.6154,Gardnerella sp. 2,JCP8108,1B1,Overnight 1
F7,6,B,0.6114,Gardnerella sp. 2,JCP8108,1B1,Overnight 1
G7,6,B,0.4906,Gardnerella sp. 2,JCP8108,1B1,Overnight 1
H7,6,B,0.4578,Gardnerella sp. 2,JCP8108,1B1,Overnight 1
A8,7,A,0.7699,Gardnerella sp. 7,C0179B4,1B1,Overnight 1
B8,7,A,0.8085,Gardnerella sp. 7,C0179B4,1B1,Overnight 1
C8,7,A,0.8287,Gardnerella sp. 7,C0179B4,1B1,Overnight 1
D8,7,A,0.8285,Gardnerella sp. 7,C0179B4,1B1,Overnight 1
E8,7,B,0.8397,Gardnerella sp. 7,C0179B4,1B1,Overnight 1
F8,7,B,0.8417,Gardnerella sp. 7,C0179B4,1B1,Overnight 1
G8,7,B,0.7139,Gardnerella sp. 7,C0179B4,1B1,Overnight 1
H8,7,B,0.6775,Gardnerella sp. 7,C0179B4,1B1,Overnight 1
A9,8,A,0.2863,Gardnerella sp. 10,C0100B2,1B1,Overnight 1
B9,8,A,0.2862,Gardnerella sp. 10,C0100B2,1B1,Overnight 1
C9,8,A,0.3072,Gardnerella sp. 10,C0100B2,1B1,Overnight 1
D9,8,A,0.3128,Gardnerella sp. 10,C0100B2,1B1,Overnight 1
E9,8,B,0.3259,Gardnerella sp. 10,C0100B2,1B1,Overnight 1
F9,8,B,0.3188,Gardnerella sp. 10,C0100B2,1B1,Overnight 1
G9,8,B,0.1752,Gardnerella sp. 10,C0100B2,1B1,Overnight 1
H9,8,B,0.1336,Gardnerella sp. 10,C0100B2,1B1,Overnight 1
B12,Blank,NA,0.2195,NA,NA,1B1,Overnight 1
C12,Blank,NA,0.2138,NA,NA,1B1,Overnight 1
D12,Blank,NA,0.2043,NA,NA,1B1,Overnight 1
A2,1,A,0.717,Gardnerella sp. 3,C0040C2,1B2,Overnight 1
B2,1,A,0.725,Gardnerella sp. 3,C0040C2,1B2,Overnight 1
C2,1,A,0.73,Gardnerella sp. 3,C0040C2,1B2,Overnight 1
D2,1,A,0.719,Gardnerella sp. 3,C0040C2,1B2,Overnight 1
E2,1,B,0.713,Gardnerella sp. 3,C0040C2,1B2,Overnight 1
F2,1,B,0.721,Gardnerella sp. 3,C0040C2,1B2,Overnight 1
G2,1,B,0.714,Gardnerella sp. 3,C0040C2,1B2,Overnight 1
H2,1,B,0.794,Gardnerella sp. 3,C0040C2,1B2,Overnight 1
A3,2,A,0.675,Gardnerella sp. 8,C0056B5,1B2,Overnight 1
B3,2,A,0.676,Gardnerella sp. 8,C0056B5,1B2,Overnight 1
C3,2,A,0.675,Gardnerella sp. 8,C0056B5,1B2,Overnight 1
D3,2,A,0.686,Gardnerella sp. 8,C0056B5,1B2,Overnight 1
E3,2,B,0.655,Gardnerella sp. 8,C0056B5,1B2,Overnight 1
F3,2,B,0.655,Gardnerella sp. 8,C0056B5,1B2,Overnight 1
G3,2,B,0.646,Gardnerella sp. 8,C0056B5,1B2,Overnight 1
H3,2,B,0.644,Gardnerella sp. 8,C0056B5,1B2,Overnight 1
A4,3,A,0.182,Gardnerella sp. 8,Gv101,1B2,Overnight 1
B4,3,A,0.182,Gardnerella sp. 8,Gv101,1B2,Overnight 1
C4,3,A,0.184,Gardnerella sp. 8,Gv101,1B2,Overnight 1
D4,3,A,0.183,Gardnerella sp. 8,Gv101,1B2,Overnight 1
E4,3,B,0.252,Gardnerella sp. 8,Gv101,1B2,Overnight 1
F4,3,B,0.248,Gardnerella sp. 8,Gv101,1B2,Overnight 1
G4,3,B,0.248,Gardnerella sp. 8,Gv101,1B2,Overnight 1
H4,3,B,0.251,Gardnerella sp. 8,Gv101,1B2,Overnight 1
A5,4,A,0.636,Gardnerella swidsinskii,Gv5-1,1B2,Overnight 1
B5,4,A,0.638,Gardnerella swidsinskii,Gv5-1,1B2,Overnight 1
C5,4,A,0.644,Gardnerella swidsinskii,Gv5-1,1B2,Overnight 1
D5,4,A,0.645,Gardnerella swidsinskii,Gv5-1,1B2,Overnight 1
E5,4,B,0.796,Gardnerella swidsinskii,Gv5-1,1B2,Overnight 1
F5,4,B,0.793,Gardnerella swidsinskii,Gv5-1,1B2,Overnight 1
G5,4,B,0.791,Gardnerella swidsinskii,Gv5-1,1B2,Overnight 1
H5,4,B,0.8,Gardnerella swidsinskii,Gv5-1,1B2,Overnight 1
A6,5,A,0.453,Gardnerella sp. 2,JCP7275,1B2,Overnight 1
B6,5,A,0.463,Gardnerella sp. 2,JCP7275,1B2,Overnight 1
C6,5,A,0.464,Gardnerella sp. 2,JCP7275,1B2,Overnight 1
D6,5,A,0.463,Gardnerella sp. 2,JCP7275,1B2,Overnight 1
E6,5,B,0.43,Gardnerella sp. 2,JCP7275,1B2,Overnight 1
F6,5,B,0.425,Gardnerella sp. 2,JCP7275,1B2,Overnight 1
G6,5,B,0.429,Gardnerella sp. 2,JCP7275,1B2,Overnight 1
H6,5,B,0.429,Gardnerella sp. 2,JCP7275,1B2,Overnight 1
A7,6,A,0.407,Gardnerella sp. 2,JCP8108,1B2,Overnight 1
B7,6,A,0.418,Gardnerella sp. 2,JCP8108,1B2,Overnight 1
C7,6,A,0.42,Gardnerella sp. 2,JCP8108,1B2,Overnight 1
D7,6,A,0.421,Gardnerella sp. 2,JCP8108,1B2,Overnight 1
E7,6,B,0.669,Gardnerella sp. 2,JCP8108,1B2,Overnight 1
F7,6,B,0.666,Gardnerella sp. 2,JCP8108,1B2,Overnight 1
G7,6,B,0.666,Gardnerella sp. 2,JCP8108,1B2,Overnight 1
H7,6,B,0.663,Gardnerella sp. 2,JCP8108,1B2,Overnight 1
A8,7,A,0.811,Gardnerella sp. 7,C0179B4,1B2,Overnight 1
B8,7,A,0.821,Gardnerella sp. 7,C0179B4,1B2,Overnight 1
C8,7,A,0.832,Gardnerella sp. 7,C0179B4,1B2,Overnight 1
D8,7,A,0.84,Gardnerella sp. 7,C0179B4,1B2,Overnight 1
E8,7,B,0.808,Gardnerella sp. 7,C0179B4,1B2,Overnight 1
F8,7,B,0.819,Gardnerella sp. 7,C0179B4,1B2,Overnight 1
G8,7,B,0.811,Gardnerella sp. 7,C0179B4,1B2,Overnight 1
H8,7,B,0.807,Gardnerella sp. 7,C0179B4,1B2,Overnight 1
A9,8,A,0.445,Gardnerella sp. 10,C0100B2,1B2,Overnight 1
B9,8,A,0.454,Gardnerella sp. 10,C0100B2,1B2,Overnight 1
C9,8,A,0.445,Gardnerella sp. 10,C0100B2,1B2,Overnight 1
D9,8,A,0.442,Gardnerella sp. 10,C0100B2,1B2,Overnight 1
E9,8,B,0.449,Gardnerella sp. 10,C0100B2,1B2,Overnight 1
F9,8,B,0.439,Gardnerella sp. 10,C0100B2,1B2,Overnight 1
G9,8,B,0.465,Gardnerella sp. 10,C0100B2,1B2,Overnight 1
H9,8,B,0.472,Gardnerella sp. 10,C0100B2,1B2,Overnight 1
A10,9,A,0.461,Gardnerella piotii,JCP8066,1B2,Overnight 1
B10,9,A,0.46,Gardnerella piotii,JCP8066,1B2,Overnight 1
C10,9,A,0.463,Gardnerella piotii,JCP8066,1B2,Overnight 1
E10,9,B,0.419,Gardnerella piotii,JCP8066,1B2,Overnight 1
F10,9,B,0.42,Gardnerella piotii,JCP8066,1B2,Overnight 1
G10,9,B,0.423,Gardnerella piotii,JCP8066,1B2,Overnight 1
H10,9,B,0.422,Gardnerella piotii,JCP8066,1B2,Overnight 1
A12,Blank,NA,0.094,NA,NA,1B2,Overnight 1
B12,Blank,NA,0.096,NA,NA,1B2,Overnight 1
C12,Blank,NA,0.096,NA,NA,1B2,Overnight 1
D12,Blank,NA,0.096,NA,NA,1B2,Overnight 1
A2,1,A,0.567,Gardnerella leopoldii,AMD,2A1,Overnight 1
B2,1,A,0.568,Gardnerella leopoldii,AMD,2A1,Overnight 1
C2,1,A,0.575,Gardnerella leopoldii,AMD,2A1,Overnight 1
D2,1,A,0.569,Gardnerella leopoldii,AMD,2A1,Overnight 1
E2,1,B,0.422,Gardnerella leopoldii,AMD,2A1,Overnight 1
F2,1,B,0.422,Gardnerella leopoldii,AMD,2A1,Overnight 1
G2,1,B,0.419,Gardnerella leopoldii,AMD,2A1,Overnight 1
H2,1,B,0.422,Gardnerella leopoldii,AMD,2A1,Overnight 1
A3,2,A,0.573,Gardnerella leopoldii,C0096A1,2A1,Overnight 1
B3,2,A,0.565,Gardnerella leopoldii,C0096A1,2A1,Overnight 1
C3,2,A,0.549,Gardnerella leopoldii,C0096A1,2A1,Overnight 1
D3,2,A,0.553,Gardnerella leopoldii,C0096A1,2A1,Overnight 1
E3,2,B,0.461,Gardnerella leopoldii,C0096A1,2A1,Overnight 1
F3,2,B,0.461,Gardnerella leopoldii,C0096A1,2A1,Overnight 1
G3,2,B,0.478,Gardnerella leopoldii,C0096A1,2A1,Overnight 1
H3,2,B,0.461,Gardnerella leopoldii,C0096A1,2A1,Overnight 1
A4,3,A,0.094,Gardnerella sp. 12,CMW7778B,2A1,Overnight 1
B4,3,A,0.093,Gardnerella sp. 12,CMW7778B,2A1,Overnight 1
C4,3,A,0.094,Gardnerella sp. 12,CMW7778B,2A1,Overnight 1
D4,3,A,0.094,Gardnerella sp. 12,CMW7778B,2A1,Overnight 1
E4,3,B,0.46,Gardnerella sp. 12,CMW7778B,2A1,Overnight 1
F4,3,B,0.458,Gardnerella sp. 12,CMW7778B,2A1,Overnight 1
G4,3,B,0.457,Gardnerella sp. 12,CMW7778B,2A1,Overnight 1
H4,3,B,0.459,Gardnerella sp. 12,CMW7778B,2A1,Overnight 1
A12,Blank,NA,0.088,NA,NA,2A1,Overnight 1
B12,Blank,NA,0.09,NA,NA,2A1,Overnight 1
C12,Blank,NA,0.089,NA,NA,2A1,Overnight 1
D12,Blank,NA,0.092,NA,NA,2A1,Overnight 1
A2,1,A,0.5867,Gardnerella leopoldii,AMD,2A2,Overnight 1
B2,1,A,0.5981,Gardnerella leopoldii,AMD,2A2,Overnight 1
C2,1,A,0.6178,Gardnerella leopoldii,AMD,2A2,Overnight 1
D2,1,A,0.64,Gardnerella leopoldii,AMD,2A2,Overnight 1
E2,1,B,0.4638,Gardnerella leopoldii,AMD,2A2,Overnight 1
F2,1,B,0.4724,Gardnerella leopoldii,AMD,2A2,Overnight 1
G2,1,B,0.4774,Gardnerella leopoldii,AMD,2A2,Overnight 1
H2,1,B,0.4696,Gardnerella leopoldii,AMD,2A2,Overnight 1
A3,2,A,0.5503,Gardnerella leopoldii,C0096A1,2A2,Overnight 1
B3,2,A,0.546,Gardnerella leopoldii,C0096A1,2A2,Overnight 1
C3,2,A,0.5667,Gardnerella leopoldii,C0096A1,2A2,Overnight 1
D3,2,A,0.5709,Gardnerella leopoldii,C0096A1,2A2,Overnight 1
E3,2,B,0.2646,Gardnerella leopoldii,C0096A1,2A2,Overnight 1
F3,2,B,0.2571,Gardnerella leopoldii,C0096A1,2A2,Overnight 1
G3,2,B,0.2551,Gardnerella leopoldii,C0096A1,2A2,Overnight 1
