well,Number,BioRep,OD,Species,Strain,Batch,Step
H3,2,B,0.3044,Gardnerella leopoldii,C0096A1,2A2,Overnight 1
A4,3,A,0.3385,Gardnerella sp. 12,CMW7778B,2A2,Overnight 1
B4,3,A,0.316,Gardnerella sp. 12,CMW7778B,2A2,Overnight 1
C4,3,A,0.3218,Gardnerella sp. 12,CMW7778B,2A2,Overnight 1
D4,3,A,0.3292,Gardnerella sp. 12,CMW7778B,2A2,Overnight 1
E4,3,B,0.311,Gardnerella sp. 12,CMW7778B,2A2,Overnight 1
F4,3,B,0.3098,Gardnerella sp. 12,CMW7778B,2A2,Overnight 1
G4,3,B,0.3145,Gardnerella sp. 12,CMW7778B,2A2,Overnight 1
H4,3,B,0.2925,Gardnerella sp. 12,CMW7778B,2A2,Overnight 1
A12,Blank,NA,0.1847,NA,NA,2A2,Overnight 1
B12,Blank,NA,0.1864,NA,NA,2A2,Overnight 1
C12,Blank,NA,0.1969,NA,NA,2A2,Overnight 1
D12,Blank,NA,0.1085,NA,NA,2A2,Overnight 1
A2,1,A,0.413,Gardnerella sp. 2,C0084H9,3A1,Overnight 1
B2,1,A,0.4355,Gardnerella sp. 2,C0084H9,3A1,Overnight 1
C2,1,A,0.4409,Gardnerella sp. 2,C0084H9,3A1,Overnight 1
D2,1,A,0.4516,Gardnerella sp. 2,C0084H9,3A1,Overnight 1
E2,1,B,0.4556,Gardnerella sp. 2,C0084H9,3A1,Overnight 1
F2,1,B,0.4375,Gardnerella sp. 2,C0084H9,3A1,Overnight 1
G2,1,B,0.4427,Gardnerella sp. 2,C0084H9,3A1,Overnight 1
H2,1,B,0.4797,Gardnerella sp. 2,C0084H9,3A1,Overnight 1
A3,2,A,0.4619,Gardnerella sp. 11,C0101A1,3A1,Overnight 1
B3,2,A,0.4598,Gardnerella sp. 11,C0101A1,3A1,Overnight 1
C3,2,A,0.4527,Gardnerella sp. 11,C0101A1,3A1,Overnight 1
D3,2,A,0.4581,Gardnerella sp. 11,C0101A1,3A1,Overnight 1
E3,2,B,0.4279,Gardnerella sp. 11,C0101A1,3A1,Overnight 1
F3,2,B,0.4371,Gardnerella sp. 11,C0101A1,3A1,Overnight 1
G3,2,B,0.432,Gardnerella sp. 11,C0101A1,3A1,Overnight 1
H3,2,B,0.4866,Gardnerella sp. 11,C0101A1,3A1,Overnight 1
A4,3,A,0.6214,Gardnerella piotii,UM35,3A1,Overnight 1
B4,3,A,0.608,Gardnerella piotii,UM35,3A1,Overnight 1
C4,3,A,0.6114,Gardnerella piotii,UM35,3A1,Overnight 1
D4,3,A,0.608,Gardnerella piotii,UM35,3A1,Overnight 1
E4,3,B,0.5168,Gardnerella piotii,UM35,3A1,Overnight 1
F4,3,B,0.5193,Gardnerella piotii,UM35,3A1,Overnight 1
G4,3,B,0.5173,Gardnerella piotii,UM35,3A1,Overnight 1
H4,3,B,0.55,Gardnerella piotii,UM35,3A1,Overnight 1
A5,4,A,0.6429,Gardnerella piotii,C0093B3,3A1,Overnight 1
B5,4,A,0.6351,Gardnerella piotii,C0093B3,3A1,Overnight 1
C5,4,A,0.6338,Gardnerella piotii,C0093B3,3A1,Overnight 1
D5,4,A,0.6232,Gardnerella piotii,C0093B3,3A1,Overnight 1
E5,4,B,0.6169,Gardnerella piotii,C0093B3,3A1,Overnight 1
F5,4,B,0.6102,Gardnerella piotii,C0093B3,3A1,Overnight 1
G5,4,B,0.6216,Gardnerella piotii,C0093B3,3A1,Overnight 1
H5,4,B,0.5912,Gardnerella piotii,C0093B3,3A1,Overnight 1
A12,Blank,NA,0.1391,NA,NA,3A1,Overnight 1
B12,Blank,NA,0.1428,NA,NA,3A1,Overnight 1
C12,Blank,NA,0.1548,NA,NA,3A1,Overnight 1
D12,Blank,NA,0.1331,NA,NA,3A1,Overnight 1
A1,1,A,0.4799,Gardnerella sp. 2,C0084H9,3A2,Overnight 1
B1,1,A,0.49370000000000003,Gardnerella sp. 2,C0084H9,3A2,Overnight 1
C1,1,A,0.5048,Gardnerella sp. 2,C0084H9,3A2,Overnight 1
D1,1,A,0.5023,Gardnerella sp. 2,C0084H9,3A2,Overnight 1
E1,1,B,0.4953,Gardnerella sp. 2,C0084H9,3A2,Overnight 1
F1,1,B,0.4995,Gardnerella sp. 2,C0084H9,3A2,Overnight 1
G1,1,B,0.514,Gardnerella sp. 2,C0084H9,3A2,Overnight 1
H1,1,B,0.477,Gardnerella sp. 2,C0084H9,3A2,Overnight 1
A2,2,A,0.5038,Gardnerella sp. 11,C0101A1,3A2,Overnight 1
B2,2,A,0.4966,Gardnerella sp. 11,C0101A1,3A2,Overnight 1
C2,2,A,0.4928,Gardnerella sp. 11,C0101A1,3A2,Overnight 1
D2,2,A,0.4926,Gardnerella sp. 11,C0101A1,3A2,Overnight 1
E2,2,B,0.4916,Gardnerella sp. 11,C0101A1,3A2,Overnight 1
F2,2,B,0.492,Gardnerella sp. 11,C0101A1,3A2,Overnight 1
G2,2,B,0.5142,Gardnerella sp. 11,C0101A1,3A2,Overnight 1
H2,2,B,0.5113,Gardnerella sp. 11,C0101A1,3A2,Overnight 1
A3,3,A,0.6726,Gardnerella piotii,UM35,3A2,Overnight 1
B3,3,A,0.6753,Gardnerella piotii,UM35,3A2,Overnight 1
C3,3,A,0.676,Gardnerella piotii,UM35,3A2,Overnight 1
D3,3,A,0.6812,Gardnerella piotii,UM35,3A2,Overnight 1
E3,3,B,0.6148,Gardnerella piotii,UM35,3A2,Overnight 1
F3,3,B,0.6172,Gardnerella piotii,UM35,3A2,Overnight 1
G3,3,B,0.6146,Gardnerella piotii,UM35,3A2,Overnight 1
H3,3,B,0.625,Gardnerella piotii,UM35,3A2,Overnight 1
A4,4,A,0.6162,Gardnerella piotii,C0093B3,3A2,Overnight 1
B4,4,A,0.6378,Gardnerella piotii,C0093B3,3A2,Overnight 1
C4,4,A,0.6316,Gardnerella piotii,C0093B3,3A2,Overnight 1
D4,4,A,0.6395,Gardnerella piotii,C0093B3,3A2,Overnight 1
E4,4,B,0.6707,Gardnerella piotii,C0093B3,3A2,Overnight 1
F4,4,B,0.6407,Gardnerella piotii,C0093B3,3A2,Overnight 1
G4,4,B,0.6456,Gardnerella piotii,C0093B3,3A2,Overnight 1
H4,4,B,0.5955,Gardnerella piotii,C0093B3,3A2,Overnight 1
A12,Blank,NA,0.1184,NA,NA,3A2,Overnight 1
B12,Blank,NA,0.1204,NA,NA,3A2,Overnight 1
C12,Blank,NA,0.116,NA,NA,3A2,Overnight 1
D12,Blank,NA,0.1073,NA,NA,3A2,Overnight 1
A2,1,A,0.138,Gardnerella sp. 10,C0100B2,1A1,Overnight 2
B2,1,A,0.144,Gardnerella sp. 10,C0100B2,1A1,Overnight 2
C2,1,A,0.141,Gardnerella sp. 10,C0100B2,1A1,Overnight 2
D2,1,A,0.142,Gardnerella sp. 10,C0100B2,1A1,Overnight 2
E2,1,B,0.152,Gardnerella sp. 10,C0100B2,1A1,Overnight 2
F2,1,B,0.149,Gardnerella sp. 10,C0100B2,1A1,Overnight 2
G2,1,B,0.147,Gardnerella sp. 10,C0100B2,1A1,Overnight 2
H2,1,B,0.148,Gardnerella sp. 10,C0100B2,1A1,Overnight 2
A3,2,A,0.667,Gardnerella vaginalis,315-A,1A1,Overnight 2
B3,2,A,0.672,Gardnerella vaginalis,315-A,1A1,Overnight 2
C3,2,A,0.674,Gardnerella vaginalis,315-A,1A1,Overnight 2
D3,2,A,0.675,Gardnerella vaginalis,315-A,1A1,Overnight 2
E3,2,B,0.698,Gardnerella vaginalis,315-A,1A1,Overnight 2
F3,2,B,0.7,Gardnerella vaginalis,315-A,1A1,Overnight 2
G3,2,B,0.703,Gardnerella vaginalis,315-A,1A1,Overnight 2
H3,2,B,0.709,Gardnerella vaginalis,315-A,1A1,Overnight 2
A4,3,A,0.582,Gardnerella piotii,JCP8066,1A1,Overnight 2
B4,3,A,0.578,Gardnerella piotii,JCP8066,1A1,Overnight 2
C4,3,A,0.587,Gardnerella piotii,JCP8066,1A1,Overnight 2
D4,3,A,0.59,Gardnerella piotii,JCP8066,1A1,Overnight 2
E4,3,B,0.771,Gardnerella piotii,JCP8066,1A1,Overnight 2
F4,3,B,0.75,Gardnerella piotii,JCP8066,1A1,Overnight 2
G4,3,B,0.745,Gardnerella piotii,JCP8066,1A1,Overnight 2
H4,3,B,0.748,Gardnerella piotii,JCP8066,1A1,Overnight 2
A5,4,A,0.593,Gardnerella sp. 3,JCP8017B,1A1,Overnight 2
B5,4,A,0.598,Gardnerella sp. 3,JCP8017B,1A1,Overnight 2
C5,4,A,0.602,Gardnerella sp. 3,JCP8017B,1A1,Overnight 2
D5,4,A,0.599,Gardnerella sp. 3,JCP8017B,1A1,Overnight 2
E5,4,B,1.291,Gardnerella sp. 3,JCP8017B,1A1,Overnight 2
F5,4,B,1.288,Gardnerella sp. 3,JCP8017B,1A1,Overnight 2
G5,4,B,1.284,Gardnerella sp. 3,JCP8017B,1A1,Overnight 2
H5,4,B,1.285,Gardnerella sp. 3,JCP8017B,1A1,Overnight 2
A6,5,A,0.44,Gardnerella vaginalis,C0011E4,1A1,Overnight 2
B6,5,A,0.446,Gardnerella vaginalis,C0011E4,1A1,Overnight 2
C6,5,A,0.447,Gardnerella vaginalis,C0011E4,1A1,Overnight 2
D6,5,A,0.447,Gardnerella vaginalis,C0011E4,1A1,Overnight 2
E6,5,B,0.445,Gardnerella vaginalis,C0011E4,1A1,Overnight 2
F6,5,B,0.45,Gardnerella vaginalis,C0011E4,1A1,Overnight 2
G6,5,B,0.453,Gardnerella vaginalis,C0011E4,1A1,Overnight 2
H6,5,B,0.458,Gardnerella vaginalis,C0011E4,1A1,Overnight 2
A7,6,A,0.637,Gardnerella swidsinskii,UM224,1A1,Overnight 2
B7,6,A,0.639,Gardnerella swidsinskii,UM224,1A1,Overnight 2
C7,6,A,0.646,Gardnerella swidsinskii,UM224,1A1,Overnight 2
D7,6,A,0.644,Gardnerella swidsinskii,UM224,1A1,Overnight 2
E7,6,B,0.094,Gardnerella swidsinskii,UM224,1A1,Overnight 2
F7,6,B,0.094,Gardnerella swidsinskii,UM224,1A1,Overnight 2
G7,6,B,0.096,Gardnerella swidsinskii,UM224,1A1,Overnight 2
H7,6,B,0.092,Gardnerella swidsinskii,UM224,1A1,Overnight 2
A8,7,A,0.251,Gardnerella swidsinskii,C0102A2,1A1,Overnight 2
B8,7,A,0.255,Gardnerella swidsinskii,C0102A2,1A1,Overnight 2
C8,7,A,0.247,Gardnerella swidsinskii,C0102A2,1A1,Overnight 2
D8,7,A,0.245,Gardnerella swidsinskii,C0102A2,1A1,Overnight 2
E8,7,B,0.156,Gardnerella swidsinskii,C0102A2,1A1,Overnight 2
F8,7,B,0.157,Gardnerella swidsinskii,C0102A2,1A1,Overnight 2
G8,7,B,0.155,Gardnerella swidsinskii,C0102A2,1A1,Overnight 2
H8,7,B,0.159,Gardnerella swidsinskii,C0102A2,1A1,Overnight 2
A9,8,A,0.802,Gardnerella vaginalis,14018,1A1,Overnight 2
B9,8,A,0.801,Gardnerella vaginalis,14018,1A1,Overnight 2
C9,8,A,0.809,Gardnerella vaginalis,14018,1A1,Overnight 2
D9,8,A,0.806,Gardnerella vaginalis,14018,1A1,Overnight 2
E9,8,B,0.811,Gardnerella vaginalis,14018,1A1,Overnight 2
F9,8,B,0.814,Gardnerella vaginalis,14018,1A1,Overnight 2
G9,8,B,0.811,Gardnerella vaginalis,14018,1A1,Overnight 2
H9,8,B,0.822,Gardnerella vaginalis,14018,1A1,Overnight 2
A12,Blank,NA,0.093,NA,NA,1A1,Overnight 2
B12,Blank,NA,0.094,NA,NA,1A1,Overnight 2
C12,Blank,NA,0.097,NA,NA,1A1,Overnight 2
D12,Blank,NA,0.095,NA,NA,1A1,Overnight 2
A2,1,A,0.146,Gardnerella sp. 10,C0100B2,1A2,Overnight 2
B2,1,A,0.147,Gardnerella sp. 10,C0100B2,1A2,Overnight 2
C2,1,A,0.148,Gardnerella sp. 10,C0100B2,1A2,Overnight 2
D2,1,A,0.156,Gardnerella sp. 10,C0100B2,1A2,Overnight 2
E2,1,B,0.145,Gardnerella sp. 10,C0100B2,1A2,Overnight 2
F2,1,B,0.145,Gardnerella sp. 10,C0100B2,1A2,Overnight 2
G2,1,B,0.142,Gardnerella sp. 10,C0100B2,1A2,Overnight 2
H2,1,B,0.143,Gardnerella sp. 10,C0100B2,1A2,Overnight 2
A3,2,A,0.642,Gardnerella vaginalis,315-A,1A2,Overnight 2
B3,2,A,0.638,Gardnerella vaginalis,315-A,1A2,Overnight 2
C3,2,A,0.641,Gardnerella vaginalis,315-A,1A2,Overnight 2
D3,2,A,0.652,Gardnerella vaginalis,315-A,1A2,Overnight 2
E3,2,B,0.578,Gardnerella vaginalis,315-A,1A2,Overnight 2
F3,2,B,0.579,Gardnerella vaginalis,315-A,1A2,Overnight 2
G3,2,B,0.575,Gardnerella vaginalis,315-A,1A2,Overnight 2
H3,2,B,0.582,Gardnerella vaginalis,315-A,1A2,Overnight 2
A4,3,A,0.092,Gardnerella piotii,JCP8066,1A2,Overnight 2
B4,3,A,0.089,Gardnerella piotii,JCP8066,1A2,Overnight 2
C4,3,A,0.088,Gardnerella piotii,JCP8066,1A2,Overnight 2
D4,3,A,0.089,Gardnerella piotii,JCP8066,1A2,Overnight 2
E4,3,B,0.09,Gardnerella piotii,JCP8066,1A2,Overnight 2
F4,3,B,0.091,Gardnerella piotii,JCP8066,1A2,Overnight 2
G4,3,B,0.091,Gardnerella piotii,JCP8066,1A2,Overnight 2
H4,3,B,0.093,Gardnerella piotii,JCP8066,1A2,Overnight 2
A5,4,A,0.777,Gardnerella sp. 3,JCP8017B,1A2,Overnight 2
B5,4,A,0.751,Gardnerella sp. 3,JCP8017B,1A2,Overnight 2
C5,4,A,0.755,Gardnerella sp. 3,JCP8017B,1A2,Overnight 2
D5,4,A,0.753,Gardnerella sp. 3,JCP8017B,1A2,Overnight 2
E5,4,B,0.777,Gardnerella sp. 3,JCP8017B,1A2,Overnight 2
F5,4,B,0.748,Gardnerella sp. 3,JCP8017B,1A2,Overnight 2
G5,4,B,0.742,Gardnerella sp. 3,JCP8017B,1A2,Overnight 2
H5,4,B,0.738,Gardnerella sp. 3,JCP8017B,1A2,Overnight 2
A6,5,A,0.496,Gardnerella vaginalis,C0011E4,1A2,Overnight 2
B6,5,A,0.507,Gardnerella vaginalis,C0011E4,1A2,Overnight 2
C6,5,A,0.507,Gardnerella vaginalis,C0011E4,1A2,Overnight 2
D6,5,A,0.507,Gardnerella vaginalis,C0011E4,1A2,Overnight 2
E6,5,B,0.549,Gardnerella vaginalis,C0011E4,1A2,Overnight 2
F6,5,B,0.551,Gardnerella vaginalis,C0011E4,1A2,Overnight 2
G6,5,B,0.549,Gardnerella vaginalis,C0011E4,1A2,Overnight 2
H6,5,B,0.541,Gardnerella vaginalis,C0011E4,1A2,Overnight 2
A7,6,A,0.618,Gardnerella swidsinskii,UM224,1A2,Overnight 2
B7,6,A,0.665,Gardnerella swidsinskii,UM224,1A2,Overnight 2
C7,6,A,0.639,Gardnerella swidsinskii,UM224,1A2,Overnight 2
D7,6,A,0.617,Gardnerella swidsinskii,UM224,1A2,Overnight 2
E7,6,B,0.607,Gardnerella swidsinskii,UM224,1A2,Overnight 2
F7,6,B,0.61,Gardnerella swidsinskii,UM224,1A2,Overnight 2
G7,6,B,0.606,Gardnerella swidsinskii,UM224,1A2,Overnight 2
H7,6,B,0.609,Gardnerella swidsinskii,UM224,1A2,Overnight 2
A8,7,A,0.84,Gardnerella swidsinskii,C0102A2,1A2,Overnight 2
B8,7,A,0.85,Gardnerella swidsinskii,C0102A2,1A2,Overnight 2
C8,7,A,0.853,Gardnerella swidsinskii,C0102A2,1A2,Overnight 2
D8,7,A,0.84,Gardnerella swidsinskii,C0102A2,1A2,Overnight 2
E8,7,B,0.795,Gardnerella swidsinskii,C0102A2,1A2,Overnight 2
F8,7,B,0.818,Gardnerella swidsinskii,C0102A2,1A2,Overnight 2
G8,7,B,0.818,Gardnerella swidsinskii,C0102A2,1A2,Overnight 2
H8,7,B,0.813,Gardnerella swidsinskii,C0102A2,1A2,Overnight 2
A9,8,A,0.812,Gardnerella vaginalis,14018,1A2,Overnight 2
B9,8,A,0.809,Gardnerella vaginalis,14018,1A2,Overnight 2
C9,8,A,0.816,Gardnerella vaginalis,14018,1A2,Overnight 2
D9,8,A,0.809,Gardnerella vaginalis,14018,1A2,Overnight 2
E9,8,B,0.795,Gardnerella vaginalis,14018,1A2,Overnight 2
F9,8,B,0.786,Gardnerella vaginalis,14018,1A2,Overnight 2
G9,8,B,0.791,Gardnerella vaginalis,14018,1A2,Overnight 2
H9,8,B,0.793,Gardnerella vaginalis,14018,1A2,Overnight 2
A12,Blank,NA,0.084,NA,NA,1A2,Overnight 2
B12,Blank,NA,0.088,NA,NA,1A2,Overnight 2
C12,Blank,NA,0.087,NA,NA,1A2,Overnight 2
D12,Blank,NA,0.088,NA,NA,1A2,Overnight 2
A2,1,A,0.618,Gardnerella sp. 3,C0040C2,1B1,Overnight 2
B2,1,A,0.616,Gardnerella sp. 3,C0040C2,1B1,Overnight 2
C2,1,A,0.628,Gardnerella sp. 3,C0040C2,1B1,Overnight 2
D2,1,A,0.632,Gardnerella sp. 3,C0040C2,1B1,Overnight 2
E2,1,B,0.641,Gardnerella sp. 3,C0040C2,1B1,Overnight 2
F2,1,B,0.644,Gardnerella sp. 3,C0040C2,1B1,Overnight 2
G2,1,B,0.643,Gardnerella sp. 3,C0040C2,1B1,Overnight 2
H2,1,B,0.667,Gardnerella sp. 3,C0040C2,1B1,Overnight 2
A3,2,A,0.681,Gardnerella sp. 8,C0056B5,1B1,Overnight 2
B3,2,A,0.692,Gardnerella sp. 8,C0056B5,1B1,Overnight 2
C3,2,A,0.69,Gardnerella sp. 8,C0056B5,1B1,Overnight 2
D3,2,A,0.695,Gardnerella sp. 8,C0056B5,1B1,Overnight 2
E3,2,B,0.663,Gardnerella sp. 8,C0056B5,1B1,Overnight 2
F3,2,B,0.67,Gardnerella sp. 8,C0056B5,1B1,Overnight 2
G3,2,B,0.671,Gardnerella sp. 8,C0056B5,1B1,Overnight 2
H3,2,B,0.663,Gardnerella sp. 8,C0056B5,1B1,Overnight 2
A4,3,A,0.454,Gardnerella sp. 8,Gv101,1B1,Overnight 2
B4,3,A,0.452,Gardnerella sp. 8,Gv101,1B1,Overnight 2
C4,3,A,0.455,Gardnerella sp. 8,Gv101,1B1,Overnight 2
D4,3,A,0.457,Gardnerella sp. 8,Gv101,1B1,Overnight 2
E4,3,B,0.426,Gardnerella sp. 8,Gv101,1B1,Overnight 2
F4,3,B,0.451,Gardnerella sp. 8,Gv101,1B1,Overnight 2
G4,3,B,0.429,Gardnerella sp. 8,Gv101,1B1,Overnight 2
H4,3,B,0.429,Gardnerella sp. 8,Gv101,1B1,Overnight 2
A5,4,A,0.849,Gardnerella swidsinskii,Gv5-1,1B1,Overnight 2
B5,4,A,0.85,Gardnerella swidsinskii,Gv5-1,1B1,Overnight 2
C5,4,A,0.862,Gardnerella swidsinskii,Gv5-1,1B1,Overnight 2
D5,4,A,0.863,Gardnerella swidsinskii,Gv5-1,1B1,Overnight 2
E5,4,B,0.752,Gardnerella swidsinskii,Gv5-1,1B1,Overnight 2
F5,4,B,0.748,Gardnerella swidsinskii,Gv5-1,1B1,Overnight 2
G5,4,B,0.748,Gardnerella swidsinskii,Gv5-1,1B1,Overnight 2
H5,4,B,0.753,Gardnerella swidsinskii,Gv5-1,1B1,Overnight 2
A6,5,A,0.802,Gardnerella sp. 2,JCP7275,1B1,Overnight 2
B6,5,A,0.809,Gardnerella sp. 2,JCP7275,1B1,Overnight 2
C6,5,A,0.819,Gardnerella sp. 2,JCP7275,1B1,Overnight 2
D6,5,A,0.818,Gardnerella sp. 2,JCP7275,1B1,Overnight 2
E6,5,B,0.723,Gardnerella sp. 2,JCP7275,1B1,Overnight 2
F6,5,B,0.682,Gardnerella sp. 2,JCP7275,1B1,Overnight 2
G6,5,B,0.676,Gardnerella sp. 2,JCP7275,1B1,Overnight 2
H6,5,B,0.676,Gardnerella sp. 2,JCP7275,1B1,Overnight 2
A7,6,A,0.594,Gardnerella sp. 2,JCP8108,1B1,Overnight 2
B7,6,A,0.606,Gardnerella sp. 2,JCP8108,1B1,Overnight 2
C7,6,A,0.619,Gardnerella sp. 2,JCP8108,1B1,Overnight 2
D7,6,A,0.612,Gardnerella sp. 2,JCP8108,1B1,Overnight 2
E7,6,B,0.651,Gardnerella sp. 2,JCP8108,1B1,Overnight 2
F7,6,B,0.657,Gardnerella sp. 2,JCP8108,1B1,Overnight 2
G7,6,B,0.655,Gardnerella sp. 2,JCP8108,1B1,Overnight 2
H7,6,B,0.649,Gardnerella sp. 2,JCP8108,1B1,Overnight 2
A8,7,A,0.91,Gardnerella sp. 7,C0179B4,1B1,Overnight 2
B8,7,A,0.922,Gardnerella sp. 7,C0179B4,1B1,Overnight 2
C8,7,A,0.934,Gardnerella sp. 7,C0179B4,1B1,Overnight 2
D8,7,A,0.93,Gardnerella sp. 7,C0179B4,1B1,Overnight 2
E8,7,B,0.93,Gardnerella sp. 7,C0179B4,1B1,Overnight 2
F8,7,B,0.935,Gardnerella sp. 7,C0179B4,1B1,Overnight 2
G8,7,B,0.936,Gardnerella sp. 7,C0179B4,1B1,Overnight 2
H8,7,B,0.924,Gardnerella sp. 7,C0179B4,1B1,Overnight 2
A9,8,A,0.135,Gardnerella sp. 10,C0100B2,1B1,Overnight 2
B9,8,A,0.136,Gardnerella sp. 10,C0100B2,1B1,Overnight 2
C9,8,A,0.136,Gardnerella sp. 10,C0100B2,1B1,Overnight 2
D9,8,A,0.135,Gardnerella sp. 10,C0100B2,1B1,Overnight 2
E9,8,B,0.137,Gardnerella sp. 10,C0100B2,1B1,Overnight 2
F9,8,B,0.136,Gardnerella sp. 10,C0100B2,1B1,Overnight 2
G9,8,B,0.139,Gardnerella sp. 10,C0100B2,1B1,Overnight 2
H9,8,B,0.138,Gardnerella sp. 10,C0100B2,1B1,Overnight 2
A12,Blank,NA,0.096,NA,NA,1B1,Overnight 2
B12,Blank,NA,0.096,NA,NA,1B1,Overnight 2
C12,Blank,NA,0.098,NA,NA,1B1,Overnight 2
D12,Blank,NA,0.096,NA,NA,1B1,Overnight 2
A2,1,A,0.585,Gardnerella sp. 3,C0040C2,1B2,Overnight 2
B2,1,A,0.586,Gardnerella sp. 3,C0040C2,1B2,Overnight 2
C2,1,A,0.594,Gardnerella sp. 3,C0040C2,1B2,Overnight 2
D2,1,A,0.598,Gardnerella sp. 3,C0040C2,1B2,Overnight 2
E2,1,B,0.511,Gardnerella sp. 3,C0040C2,1B2,Overnight 2
F2,1,B,0.515,Gardnerella sp. 3,C0040C2,1B2,Overnight 2
G2,1,B,0.549,Gardnerella sp. 3,C0040C2,1B2,Overnight 2
H2,1,B,0.574,Gardnerella sp. 3,C0040C2,1B2,Overnight 2
A3,2,A,0.652,Gardnerella sp. 8,C0056B5,1B2,Overnight 2
B3,2,A,0.665,Gardnerella sp. 8,C0056B5,1B2,Overnight 2
C3,2,A,0.663,Gardnerella sp. 8,C0056B5,1B2,Overnight 2
D3,2,A,0.676,Gardnerella sp. 8,C0056B5,1B2,Overnight 2
E3,2,B,0.669,Gardnerella sp. 8,C0056B5,1B2,Overnight 2
F3,2,B,0.672,Gardnerella sp. 8,C0056B5,1B2,Overnight 2
G3,2,B,0.669,Gardnerella sp. 8,C0056B5,1B2,Overnight 2
H3,2,B,0.677,Gardnerella sp. 8,C0056B5,1B2,Overnight 2
A4,3,A,0.335,Gardnerella sp. 8,Gv101,1B2,Overnight 2
B4,3,A,0.337,Gardnerella sp. 8,Gv101,1B2,Overnight 2
C4,3,A,0.337,Gardnerella sp. 8,Gv101,1B2,Overnight 2
D4,3,A,0.341,Gardnerella sp. 8,Gv101,1B2,Overnight 2
E4,3,B,0.386,Gardnerella sp. 8,Gv101,1B2,Overnight 2
F4,3,B,0.39,Gardnerella sp. 8,Gv101,1B2,Overnight 2
G4,3,B,0.389,Gardnerella sp. 8,Gv101,1B2,Overnight 2
H4,3,B,0.396,Gardnerella sp. 8,Gv101,1B2,Overnight 2
A5,4,A,0.864,Gardnerella swidsinskii,Gv5-1,1B2,Overnight 2
B5,4,A,0.87,Gardnerella swidsinskii,Gv5-1,1B2,Overnight 2
C5,4,A,0.875,Gardnerella swidsinskii,Gv5-1,1B2,Overnight 2
D5,4,A,0.878,Gardnerella swidsinskii,Gv5-1,1B2,Overnight 2
E5,4,B,0.94,Gardnerella swidsinskii,Gv5-1,1B2,Overnight 2
F5,4,B,0.933,Gardnerella swidsinskii,Gv5-1,1B2,Overnight 2
G5,4,B,0.932,Gardnerella swidsinskii,Gv5-1,1B2,Overnight 2
H5,4,B,0.939,Gardnerella swidsinskii,Gv5-1,1B2,Overnight 2
A6,5,A,0.604,Gardnerella sp. 2,JCP7275,1B2,Overnight 2
B6,5,A,0.611,Gardnerella sp. 2,JCP7275,1B2,Overnight 2
